Time	Open	High	Low	Close	Volume
2025-05-05 17:00:00	1.32732	1.32831	1.32714	1.3277	2632	11
2025-05-05 18:00:00	1.32769	1.32904	1.32746	1.32881	2320	10
2025-05-05 19:00:00	1.32881	1.32993	1.32867	1.32927	2269	11
2025-05-05 20:00:00	1.32927	1.32984	1.32899	1.32942	796	11
2025-05-05 21:00:00	1.32914	1.32958	1.32845	1.32896	320	65
2025-05-05 22:00:00	1.32899	1.32973	1.32899	1.32907	916	48
2025-05-05 23:00:00	1.32911	1.32944	1.32885	1.32903	416	11
2025-05-06 00:00:00	1.32903	1.32923	1.32668	1.32689	3699	10
2025-05-06 01:00:00	1.32688	1.32751	1.32599	1.32729	5286	11
2025-05-06 02:00:00	1.32729	1.32919	1.32712	1.32859	3478	8
2025-05-06 03:00:00	1.3286	1.32964	1.32819	1.32943	3869	8
2025-05-06 04:00:00	1.32943	1.33052	1.32936	1.3302	3069	10
2025-05-06 05:00:00	1.33019	1.33039	1.3286	1.32891	3365	8
2025-05-06 06:00:00	1.32889	1.33042	1.32851	1.33014	5657	8
2025-05-06 07:00:00	1.3302	1.33283	1.33015	1.33193	7250	8
2025-05-06 08:00:00	1.33197	1.33334	1.33135	1.33148	5832	8
2025-05-06 09:00:00	1.33146	1.33167	1.33074	1.33162	5302	8
2025-05-06 10:00:00	1.33162	1.33538	1.33137	1.33504	4231	9
2025-05-06 11:00:00	1.33504	1.33742	1.33482	1.33695	3956	8
2025-05-06 12:00:00	1.33697	1.34024	1.33644	1.33964	4341	6
2025-05-06 13:00:00	1.33962	1.33963	1.33797	1.33848	5719	7
2025-05-06 14:00:00	1.3385	1.33968	1.33649	1.33716	6842	9
2025-05-06 15:00:00	1.33714	1.33725	1.33562	1.33667	5156	6
2025-05-06 16:00:00	1.33667	1.337	1.33515	1.33575	4308	10
2025-05-06 17:00:00	1.33577	1.3378	1.33562	1.33661	2836	9
2025-05-06 18:00:00	1.3366	1.33766	1.33592	1.33758	2268	7
2025-05-06 19:00:00	1.33756	1.33863	1.33714	1.33785	2002	7
2025-05-06 20:00:00	1.33784	1.33814	1.33567	1.33644	1940	7
2025-05-06 21:00:00	1.33609	1.33783	1.336	1.33733	399	215
2025-05-06 22:00:00	1.33733	1.3375	1.33445	1.3349	5314	45
2025-05-06 23:00:00	1.3349	1.33562	1.3343	1.33514	2200	15
2025-05-07 00:00:00	1.33516	1.33604	1.33329	1.33514	4744	11
2025-05-07 01:00:00	1.33514	1.33615	1.33351	1.3351	8628	11
2025-05-07 02:00:00	1.33508	1.33536	1.33403	1.33451	4933	9
2025-05-07 03:00:00	1.33451	1.33489	1.33377	1.33456	3246	9
2025-05-07 04:00:00	1.33451	1.33544	1.33411	1.3342	2951	9
2025-05-07 05:00:00	1.33419	1.33599	1.33406	1.33569	2987	11
2025-05-07 06:00:00	1.33572	1.33671	1.3353	1.33642	4938	7
2025-05-07 07:00:00	1.33642	1.33642	1.33447	1.33513	6065	8
2025-05-07 08:00:00	1.33515	1.3357	1.33353	1.33358	4793	7
2025-05-07 09:00:00	1.33357	1.33389	1.33225	1.33334	4535	8
2025-05-07 10:00:00	1.33332	1.33508	1.33324	1.33458	2475	6
2025-05-07 11:00:00	1.33457	1.33577	1.33435	1.33478	2895	6
2025-05-07 12:00:00	1.3348	1.33678	1.33458	1.33665	3957	7
2025-05-07 13:00:00	1.33667	1.33709	1.33573	1.33637	5969	7
2025-05-07 14:00:00	1.33637	1.3377	1.33568	1.33658	8232	9
2025-05-07 15:00:00	1.33658	1.33669	1.33382	1.33426	6674	7
2025-05-07 16:00:00	1.33427	1.33515	1.33324	1.33477	4451	9
2025-05-07 17:00:00	1.33478	1.33489	1.33289	1.33324	3650	9
2025-05-07 18:00:00	1.3333	1.33531	1.32999	1.33215	11612	18
2025-05-07 19:00:00	1.33218	1.33224	1.32892	1.32967	7881	10
2025-05-07 20:00:00	1.32967	1.32974	1.32797	1.32909	2043	9
2025-05-07 21:00:00	1.3291	1.32942	1.32851	1.32935	397	77
2025-05-07 22:00:00	1.32934	1.32945	1.32851	1.3286	2231	24
2025-05-07 23:00:00	1.32862	1.32949	1.32861	1.32899	927	15
2025-05-08 00:00:00	1.32903	1.33068	1.32897	1.32955	2276	7
2025-05-08 01:00:00	1.32954	1.33446	1.32935	1.33418	5670	9
2025-05-08 02:00:00	1.33424	1.33513	1.33325	1.33417	4309	7
2025-05-08 03:00:00	1.33418	1.33559	1.33415	1.33446	3231	12
2025-05-08 04:00:00	1.33446	1.33471	1.33311	1.33317	2463	6
2025-05-08 05:00:00	1.33315	1.33327	1.33014	1.33211	5008	11
2025-05-08 06:00:00	1.33211	1.33218	1.32765	1.32822	9569	10
2025-05-08 07:00:00	1.32822	1.32913	1.32666	1.32901	7147	9
2025-05-08 08:00:00	1.329	1.32948	1.32609	1.32658	6272	9
2025-05-08 09:00:00	1.3266	1.32804	1.32608	1.32753	3618	8
2025-05-08 10:00:00	1.3275	1.32949	1.32618	1.32624	4634	8
2025-05-08 11:00:00	1.32623	1.33324	1.32415	1.33256	7744	7
2025-05-08 12:00:00	1.33255	1.3342	1.33189	1.33236	6444	11
2025-05-08 13:00:00	1.33239	1.33447	1.33235	1.33351	5596	8
2025-05-08 14:00:00	1.33348	1.33447	1.33065	1.33088	7208	8
2025-05-08 15:00:00	1.33089	1.33169	1.32726	1.32839	9995	9
2025-05-08 16:00:00	1.32837	1.32853	1.32613	1.32656	6178	7
2025-05-08 17:00:00	1.32653	1.32669	1.32456	1.32576	3720	7
2025-05-08 18:00:00	1.32574	1.32619	1.32488	1.32507	2096	9
2025-05-08 19:00:00	1.32505	1.32536	1.32361	1.32437	3054	8
2025-05-08 20:00:00	1.32436	1.32489	1.32371	1.32441	1670	8
2025-05-08 21:00:00	1.32442	1.32505	1.32421	1.32471	412	45
2025-05-08 22:00:00	1.32462	1.32512	1.32443	1.32493	1052	27
2025-05-08 23:00:00	1.32494	1.32497	1.32327	1.32389	755	18
2025-05-09 00:00:00	1.3239	1.32429	1.3219	1.32393	2649	10
2025-05-09 01:00:00	1.32394	1.32416	1.32237	1.32253	5279	8
2025-05-09 02:00:00	1.32252	1.32343	1.32117	1.32333	6587	10
2025-05-09 03:00:00	1.32332	1.3242	1.32295	1.3231	6213	9
2025-05-09 04:00:00	1.32314	1.3239	1.32304	1.32362	4141	9
2025-05-09 05:00:00	1.32361	1.32413	1.32231	1.32407	4302	10
2025-05-09 06:00:00	1.32409	1.3247	1.32339	1.32417	3818	8
2025-05-09 07:00:00	1.32417	1.32691	1.32413	1.32621	6716	9
2025-05-09 08:00:00	1.3262	1.32708	1.32537	1.32698	3190	7
2025-05-09 09:00:00	1.32693	1.32783	1.32619	1.32684	2298	9
2025-05-09 10:00:00	1.32685	1.32781	1.32626	1.32684	2431	7
2025-05-09 11:00:00	1.32682	1.32857	1.32654	1.32761	3614	7
2025-05-09 12:00:00	1.32761	1.32868	1.32725	1.32851	2467	8
2025-05-09 13:00:00	1.32852	1.32971	1.32837	1.32865	3447	8
2025-05-09 14:00:00	1.32868	1.33172	1.32839	1.33042	4823	8
2025-05-09 15:00:00	1.3304	1.33155	1.32933	1.33153	3423	6
2025-05-09 16:00:00	1.33158	1.33223	1.33048	1.33068	1991	7
2025-05-09 17:00:00	1.33065	1.33188	1.33018	1.33144	1830	7
2025-05-09 18:00:00	1.33145	1.33176	1.33097	1.33147	1276	10
2025-05-09 19:00:00	1.33146	1.33152	1.33028	1.33113	2101	6
2025-05-09 20:00:00	1.33114	1.33114	1.32963	1.32964	1580	9
2025-05-11 21:00:00	1.32578	1.32768	1.32578	1.32665	520	95
2025-05-11 22:00:00	1.32632	1.32926	1.32632	1.32853	3528	78
2025-05-11 23:00:00	1.32851	1.32949	1.32833	1.32844	2597	19
2025-05-12 00:00:00	1.32845	1.32906	1.32743	1.32888	5093	10
2025-05-12 01:00:00	1.32887	1.3294	1.32746	1.32783	6443	6
2025-05-12 02:00:00	1.3278	1.32902	1.32775	1.32826	2908	8
2025-05-12 03:00:00	1.32824	1.32911	1.32782	1.32907	3741	7
2025-05-12 04:00:00	1.32907	1.3293	1.32822	1.32856	1729	10
2025-05-12 05:00:00	1.32856	1.32877	1.32738	1.32811	3645	11
2025-05-12 06:00:00	1.32819	1.3299	1.3281	1.32849	4980	7
2025-05-12 07:00:00	1.32853	1.3289	1.31628	1.31684	16131	11
2025-05-12 08:00:00	1.31686	1.32025	1.31592	1.3194	12496	9
2025-05-12 09:00:00	1.31938	1.3204	1.3186	1.31967	5350	8
2025-05-12 10:00:00	1.31966	1.31966	1.31394	1.31412	7530	8
2025-05-12 11:00:00	1.31411	1.31838	1.31402	1.31767	6560	9
2025-05-12 12:00:00	1.31766	1.32012	1.3172	1.31959	5511	8
2025-05-12 13:00:00	1.31958	1.32132	1.3192	1.32002	6503	8
2025-05-12 14:00:00	1.32001	1.32125	1.31921	1.32011	7116	8
2025-05-12 15:00:00	1.32011	1.32149	1.31888	1.3191	5415	7
2025-05-12 16:00:00	1.31913	1.31968	1.31766	1.31776	3643	7
2025-05-12 17:00:00	1.31776	1.31786	1.31638	1.3175	4222	8
2025-05-12 18:00:00	1.3175	1.31827	1.31618	1.31798	3925	11
2025-05-12 19:00:00	1.31798	1.31844	1.31748	1.31781	2194	10
2025-05-12 20:00:00	1.3178	1.31809	1.31741	1.31744	1432	11
2025-05-12 21:00:00	1.31743	1.31771	1.31621	1.31669	575	50
2025-05-12 22:00:00	1.3167	1.31768	1.31669	1.31754	1389	37
2025-05-12 23:00:00	1.31756	1.31817	1.31709	1.31774	1246	11
2025-05-13 00:00:00	1.31774	1.3185	1.31729	1.31783	3496	10
2025-05-13 01:00:00	1.31778	1.31872	1.31743	1.31839	6303	10
2025-05-13 02:00:00	1.3184	1.31912	1.31788	1.3182	2901	10
2025-05-13 03:00:00	1.31817	1.31996	1.31787	1.31981	3278	7
2025-05-13 04:00:00	1.3198	1.32006	1.31901	1.32006	2054	6
2025-05-13 05:00:00	1.32005	1.32064	1.31929	1.3199	3667	10
2025-05-13 06:00:00	1.31987	1.32069	1.31891	1.31977	5927	14
2025-05-13 07:00:00	1.31976	1.32115	1.31949	1.32111	6885	9
2025-05-13 08:00:00	1.32113	1.32168	1.32	1.32112	4325	7
2025-05-13 09:00:00	1.32111	1.32199	1.32058	1.32133	4706	9
2025-05-13 10:00:00	1.32131	1.32171	1.32021	1.32032	3623	6
2025-05-13 11:00:00	1.32033	1.32147	1.32019	1.32132	2811	9
2025-05-13 12:00:00	1.32132	1.3244	1.32121	1.32429	6379	7
2025-05-13 13:00:00	1.32428	1.32488	1.32209	1.32262	9707	9
2025-05-13 14:00:00	1.32263	1.32602	1.32229	1.32594	7287	8
2025-05-13 15:00:00	1.32595	1.32799	1.3257	1.32769	5761	7
2025-05-13 16:00:00	1.32769	1.32943	1.32709	1.3292	3768	10
2025-05-13 17:00:00	1.32922	1.33032	1.32874	1.32995	2691	9
2025-05-13 18:00:00	1.32993	1.33021	1.3296	1.32997	1412	7
2025-05-13 19:00:00	1.32999	1.33078	1.32984	1.33054	1767	7
2025-05-13 20:00:00	1.33054	1.33159	1.33017	1.33035	1594	7
2025-05-13 21:00:00	1.33033	1.33058	1.33022	1.33037	224	78
2025-05-13 22:00:00	1.33036	1.33136	1.33031	1.33135	1377	46
2025-05-13 23:00:00	1.33135	1.33135	1.33024	1.33033	1154	14
2025-05-14 00:00:00	1.33033	1.33164	1.32987	1.33136	2702	10
2025-05-14 01:00:00	1.33132	1.33197	1.33052	1.33078	6239	8
2025-05-14 02:00:00	1.33078	1.33092	1.32982	1.33032	3072	11
2025-05-14 03:00:00	1.33032	1.33087	1.3298	1.33086	2512	9
2025-05-14 04:00:00	1.33086	1.33122	1.33026	1.33039	1840	8
2025-05-14 05:00:00	1.33036	1.3309	1.33001	1.33012	2845	11
2025-05-14 06:00:00	1.33011	1.33114	1.32906	1.3299	4314	6
2025-05-14 07:00:00	1.3299	1.33303	1.32981	1.33285	5884	8
2025-05-14 08:00:00	1.33285	1.33585	1.33266	1.33467	10010	7
2025-05-14 09:00:00	1.33468	1.336	1.33372	1.33493	7518	9
2025-05-14 10:00:00	1.33492	1.33517	1.33357	1.33483	3248	6
2025-05-14 11:00:00	1.33484	1.33506	1.33266	1.33332	4317	6
2025-05-14 12:00:00	1.33331	1.33385	1.33156	1.33248	5866	8
2025-05-14 13:00:00	1.33248	1.33289	1.33096	1.33167	7220	7
2025-05-14 14:00:00	1.33166	1.3317	1.32868	1.3304	7794	8
2025-05-14 15:00:00	1.33041	1.33048	1.32889	1.33001	6788	8
2025-05-14 16:00:00	1.33002	1.33095	1.32703	1.32821	6835	9
2025-05-14 17:00:00	1.3282	1.32878	1.32749	1.32788	2883	8
2025-05-14 18:00:00	1.32791	1.32796	1.32599	1.32645	2795	8
2025-05-14 19:00:00	1.32643	1.32645	1.3253	1.32598	3019	7
2025-05-14 20:00:00	1.32596	1.32652	1.3256	1.32613	1398	7
2025-05-14 21:00:00	1.32563	1.32645	1.32543	1.32578	227	198
2025-05-14 22:00:00	1.32577	1.32662	1.32577	1.32643	502	61
2025-05-14 23:00:00	1.32646	1.32685	1.32614	1.32631	840	14
2025-05-15 00:00:00	1.32631	1.32743	1.3259	1.32723	2934	9
2025-05-15 01:00:00	1.32724	1.32839	1.32723	1.32757	6403	10
2025-05-15 02:00:00	1.32758	1.32805	1.32721	1.32798	3621	9
2025-05-15 03:00:00	1.32796	1.32862	1.32764	1.32804	4692	8
2025-05-15 04:00:00	1.32804	1.3283	1.32734	1.3274	2835	10
2025-05-15 05:00:00	1.32741	1.32787	1.32622	1.32721	4548	8
2025-05-15 06:00:00	1.32722	1.33048	1.32696	1.33035	5456	17
2025-05-15 07:00:00	1.33034	1.33045	1.32671	1.32674	4648	7
2025-05-15 08:00:00	1.32672	1.32952	1.3263	1.32898	4130	7
2025-05-15 09:00:00	1.32895	1.32947	1.32806	1.3287	3123	7
2025-05-15 10:00:00	1.32871	1.32992	1.32823	1.32903	2783	7
2025-05-15 11:00:00	1.32904	1.32935	1.32671	1.32701	3992	5
2025-05-15 12:00:00	1.32703	1.33086	1.32703	1.33051	6644	8
2025-05-15 13:00:00	1.33053	1.33194	1.3292	1.32925	7463	7
2025-05-15 14:00:00	1.32923	1.33029	1.32633	1.32787	7905	8
2025-05-15 15:00:00	1.32786	1.32947	1.32751	1.32893	6328	6
2025-05-15 16:00:00	1.32891	1.32963	1.32819	1.32887	4066	9
2025-05-15 17:00:00	1.32887	1.33005	1.32865	1.32869	3569	7
2025-05-15 18:00:00	1.3287	1.33008	1.32866	1.32979	3926	9
2025-05-15 19:00:00	1.32981	1.33073	1.32931	1.33054	2584	9
2025-05-15 20:00:00	1.33052	1.33083	1.33005	1.33007	1615	6
2025-05-15 21:00:00	1.33007	1.33037	1.32914	1.32997	360	125
2025-05-15 22:00:00	1.32998	1.3309	1.32997	1.33078	1714	46
2025-05-15 23:00:00	1.33079	1.33095	1.33028	1.33028	1231	13
2025-05-16 00:00:00	1.33027	1.33172	1.33013	1.33138	4737	8
2025-05-16 01:00:00	1.33139	1.33184	1.33099	1.33149	3507	7
2025-05-16 02:00:00	1.33149	1.33175	1.33063	1.33108	3548	10
2025-05-16 03:00:00	1.33106	1.33182	1.33083	1.33118	3330	8
2025-05-16 04:00:00	1.33118	1.3319	1.33085	1.33179	2575	7
2025-05-16 05:00:00	1.33178	1.33275	1.33155	1.33253	2610	10
2025-05-16 06:00:00	1.33257	1.33323	1.33175	1.33243	3728	7
2025-05-16 07:00:00	1.33242	1.33288	1.33122	1.33144	4953	8
2025-05-16 08:00:00	1.33144	1.33166	1.33012	1.33043	4398	7
2025-05-16 09:00:00	1.33039	1.33086	1.32903	1.3292	3872	6
2025-05-16 10:00:00	1.3292	1.32949	1.32825	1.32907	3933	8
