Price,Adj Close,Close,High,Low,Open,Volume
Ticker,GBPUSD=X,GBPUSD=X,GBPUSD=X,GBPUSD=X,GBPUSD=X,GBPUSD=X
Date,,,,,,
2024-01-02 00:00:00+00:00,1.2728800773620605,1.2728800773620605,1.2760635614395142,1.261240839958191,1.2728476524353027,0
2024-01-03 00:00:00+00:00,1.2623074054718018,1.2623074054718018,1.2652462720870972,1.2618296146392822,1.262371301651001,0
2024-01-04 00:00:00+00:00,1.2674272060394287,1.2674272060394287,1.2728151082992554,1.2657907009124756,1.2675235271453857,0
2024-01-05 00:00:00+00:00,1.2684078216552734,1.2684078216552734,1.2770087718963623,1.2612885236740112,1.2682147026062012,0
2024-01-08 00:00:00+00:00,1.271779179573059,1.271779179573059,1.2765034437179565,1.2675074338912964,1.2716983556747437,0
2024-01-09 00:00:00+00:00,1.274518609046936,1.274518609046936,1.2765034437179565,1.2691644430160522,1.2741937637329102,0
2024-01-10 00:00:00+00:00,1.2712942361831665,1.2712942361831665,1.274209976196289,1.268729567527771,1.2714558839797974,0
2024-01-11 00:00:00+00:00,1.274518609046936,1.274518609046936,1.2774654626846313,1.2690999507904053,1.274518609046936,0
2024-01-12 00:00:00+00:00,1.2777756452560425,1.2777756452560425,1.2784616947174072,1.2721351385116577,1.277955174446106,0
2024-01-15 00:00:00+00:00,1.273658275604248,1.273658275604248,1.274015188217163,1.2714234590530396,1.2736419439315796,0
2024-01-16 00:00:00+00:00,1.2716174125671387,1.2716174125671387,1.2717145681381226,1.262100338935852,1.2717145681381226,0
2024-01-17 00:00:00+00:00,1.26385498046875,1.26385498046875,1.269551157951355,1.2597472667694092,1.2639204263687134,0
2024-01-18 00:00:00+00:00,1.2676842212677002,1.2676842212677002,1.27048659324646,1.2650541067123413,1.2677645683288574,0
2024-01-19 00:00:00+00:00,1.2709871530532837,1.2709871530532837,1.2716174125671387,1.2663196325302124,1.2711971998214722,0
2024-01-22 00:00:00+00:00,1.2699863910675049,1.2699863910675049,1.2730745077133179,1.2688262462615967,1.2700831890106201,0
2024-01-23 00:00:00+00:00,1.2706964015960693,1.2706964015960693,1.2747135162353516,1.2655344009399414,1.270825743675232,0
2024-01-24 00:00:00+00:00,1.269196629524231,1.269196629524231,1.2773675918579102,1.2686814069747925,1.269422173500061,0
2024-01-25 00:00:00+00:00,1.271876335144043,1.271876335144043,1.2742263078689575,1.269293189048767,1.2718439102172852,0
2024-01-26 00:00:00+00:00,1.270825743675232,1.270825743675232,1.2757542133331299,1.2677323818206787,1.2706964015960693,0
2024-01-29 00:00:00+00:00,1.2697607278823853,1.2697607278823853,1.2719409465789795,1.2663196325302124,1.269712209701538,0
2024-01-30 00:00:00+00:00,1.2713264226913452,1.2713264226913452,1.2721351385116577,1.2642863988876343,1.2714072465896606,0
2024-01-31 00:00:00+00:00,1.269551157951355,1.269551157951355,1.2749247550964355,1.266784906387329,1.2695188522338867,0
2024-02-01 00:00:00+00:00,1.2678449153900146,1.2678449153900146,1.2725398540496826,1.2626293897628784,1.2680699825286865,0
2024-02-02 00:00:00+00:00,1.27472984790802,1.27472984790802,1.2772860527038574,1.262371301651001,1.27472984790802,0
2024-02-05 00:00:00+00:00,1.2621959447860718,1.2621959447860718,1.2629930973052979,1.2520031929016113,1.2616863250732422,0
2024-02-06 00:00:00+00:00,1.2534469366073608,1.2534469366073608,1.2594616413116455,1.2534469366073608,1.2534469366073608,0
2024-02-07 00:00:00+00:00,1.2606525421142578,1.2606525421142578,1.2641905546188354,1.2597631216049194,1.260398268699646,0
2024-02-08 00:00:00+00:00,1.2627378702163696,1.2627378702163696,1.2639029026031494,1.2574820518493652,1.2627538442611694,0
2024-02-09 00:00:00+00:00,1.2620525360107422,1.2620525360107422,1.264222502708435,1.260096549987793,1.262148141860962,0
2024-02-12 00:00:00+00:00,1.2637271881103516,1.2637271881103516,1.2654062509536743,1.2607479095458984,1.2638709545135498,0
2024-02-13 00:00:00+00:00,1.2627538442611694,1.2627538442611694,1.268343448638916,1.2577824592590332,1.2627538442611694,0
2024-02-14 00:00:00+00:00,1.2590652704238892,1.2590652704238892,1.2610993385314941,1.2536983489990234,1.2591286897659302,0
2024-02-15 00:00:00+00:00,1.2568340301513672,1.2568340301513672,1.2596521377563477,1.2542644739151,1.256818175315857,0
2024-02-16 00:00:00+00:00,1.259921908378601,1.259921908378601,1.2602394819259644,1.2554454803466797,1.259921908378601,0
2024-02-19 00:00:00+00:00,1.2611136436462402,1.2611136436462402,1.262977123260498,1.2583364248275757,1.2611136436462402,0
2024-02-20 00:00:00+00:00,1.2587641477584839,1.2587641477584839,1.2667046785354614,1.2580199241638184,1.2588274478912354,0
2024-02-21 00:00:00+00:00,1.2627378702163696,1.2627378702163696,1.2637910842895508,1.260398268699646,1.26264226436615,0
2024-02-22 00:00:00+00:00,1.2638070583343506,1.2638070583343506,1.2709709405899048,1.2612568140029907,1.2638869285583496,0
2024-02-23 00:00:00+00:00,1.266367793083191,1.266367793083191,1.2701799869537354,1.2649741172790527,1.2661433219909668,0
2024-02-26 00:00:00+00:00,1.2672665119171143,1.2672665119171143,1.2699542045593262,1.2657266855239868,1.2671059370040894,0
2024-02-27 00:00:00+00:00,1.268455982208252,1.268455982208252,1.269689679145813,1.2661913633346558,1.268455982208252,0
2024-02-28 00:00:00+00:00,1.268166422843933,1.268166422843933,1.2684237957000732,1.2624667882919312,1.2680699825286865,0
2024-02-29 00:00:00+00:00,1.2663036584854126,1.2663036584854126,1.2682147026062012,1.2629133462905884,1.2661913633346558,0
2024-03-01 00:00:00+00:00,1.2625465393066406,1.2625465393066406,1.2656145095825195,1.2601124048233032,1.2627220153808594,0
2024-03-04 00:00:00+00:00,1.26603102684021,1.26603102684021,1.2706642150878906,1.2656785249710083,1.266127347946167,0
2024-03-05 00:00:00+00:00,1.269196629524231,1.269196629524231,1.2733501195907593,1.2672665119171143,1.2690355777740479,0
2024-03-06 00:00:00+00:00,1.27048659324646,1.27048659324646,1.27611243724823,1.2690355777740479,1.2705026865005493,0
2024-03-07 00:00:00+00:00,1.2735446691513062,1.2735446691513062,1.2798854112625122,1.272394061088562,1.2736419439315796,0
2024-03-08 00:00:00+00:00,1.2815583944320679,1.2815583944320679,1.2890584468841553,1.2801966667175293,1.2813777923583984,0
2024-03-11 00:00:00+00:00,1.2855123281478882,1.2855123281478882,1.2862398624420166,1.279606819152832,1.2856113910675049,0
2024-03-12 00:00:00+00:00,1.2819806337356567,1.2819806337356567,1.2825446128845215,1.274827241897583,1.2818540334701538,0
2024-03-13 00:00:00+00:00,1.2795906066894531,1.2795906066894531,1.2809016704559326,1.277612328529358,1.2796560525894165,0
2024-03-14 00:00:00+00:00,1.2802129983901978,1.2802129983901978,1.2823472023010254,1.2730745077133179,1.2801966667175293,0
2024-03-15 00:00:00+00:00,1.2745835781097412,1.2745835781097412,1.2759170532226562,1.2730745077133179,1.2746485471725464,0
2024-03-18 00:00:00+00:00,1.2731393575668335,1.2731393575668335,1.2748597860336304,1.2722645998001099,1.2731878757476807,0
2024-03-19 00:00:00+00:00,1.272718071937561,1.272718071937561,1.2729123830795288,1.2669775485992432,1.272718071937561,0
2024-03-20 00:00:00+00:00,1.2719409465789795,1.2719409465789795,1.2730096578598022,1.26850426197052,1.271779179573059,0
2024-03-21 00:00:00+00:00,1.2798361778259277,1.2798361778259277,1.280393362045288,1.2660471200942993,1.2798361778259277,0
2024-03-22 00:00:00+00:00,1.2661913633346558,1.2661913633346558,1.2675877809524536,1.257735013961792,1.2661433219909668,0
2024-03-25 00:00:00+00:00,1.25979483127594,1.25979483127594,1.2651821374893188,1.2592713832855225,1.25979483127594,0
2024-03-26 00:00:00+00:00,1.2637910842895508,1.2637910842895508,1.266784906387329,1.2625943422317505,1.2636953592300415,0
2024-03-27 00:00:00+00:00,1.2628495693206787,1.2628495693206787,1.2639029026031494,1.2606048583984375,1.262833595275879,0
